source,target,annotation
Usually people are not aware if they carry the sickle cell gene and this may lead to circulatory problem such as blood blocking .,Usually people are not aware if they carry the sickle cell gene and this may lead to circulatory problems such as blood clotting .,A 18 19|||Nn|||problems|||REQUIRED|||-NONE-|||0; A 22 23|||Wci|||clotting|||REQUIRED|||-NONE-|||0
If the parents know that one of them is a carrier and disclose the information to their relatives then they can bring their children to undergo genetic testing and do n't need to be shy of it because it is for the sake of their children 's health .,If the parents know that one of them is a carrier and discloses the information to their relatives then they can bring their children to undergo genetic testing and need not to be of it scared is the sake of their children 's health .,"A 12 13|||SVA|||discloses|||REQUIRED|||-NONE-|||0; A 18 18|||Mec|||,|||REQUIRED|||-NONE-|||0; A 18 19|||Trans||||||REQUIRED|||-NONE-|||0; A 29 32|||Vm|||need not|||REQUIRED|||-NONE-|||0; A 32 33|||Vform||||||REQUIRED|||-NONE-|||0; A 34 35|||Wci|||scared|||REQUIRED|||-NONE-|||0; A 35 36|||Prep||||||REQUIRED|||-NONE-|||0; A 36 37|||Rloc-||||||REQUIRED|||-NONE-|||0"
"Fourthly , it is important for the parents to give mental boost for their children with genetic disorder .","Fourthly , it is important for the parents to give a mental to for their children with genetic disorder .",A 10 10|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||to|||REQUIRED|||-NONE-|||0
"When their children become teenagers , a lot of social problems may arise .","When their children become teenagers , a lot of social problems may arise .",NONE
People and friends often mock of your conditions .,People and friends often mock your their .,A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 6 7|||Pform|||their|||REQUIRED|||-NONE-|||0
A strong mental condition and conviction must be build from within and from the closest ones .,A strong mental condition and conviction must be built from within and from the closest ones .,A 8 9|||Vform|||built|||REQUIRED|||-NONE-|||0
If not their family then who else that are willing to do that ?,If not their family then who else are is to do that ?,"A 4 4|||Mec|||,|||REQUIRED|||-NONE-|||0; A 4 5|||Trans||||||REQUIRED|||-NONE-|||0; A 7 8|||Ssub||||||REQUIRED|||-NONE-|||0; A 8 9|||SVA|||is|||REQUIRED|||-NONE-|||0"
It is not a heavy job for the family if they have prepare their mental first by disclosing the information of the probability that their children may suffer from the genetic disorder .,It is not a heavy job for the family if they have prepared mental mentally by disclosing the information of the probability that their children may suffer from the genetic disorder .,A 12 13|||Vform|||prepared|||REQUIRED|||-NONE-|||0; A 13 14|||Pref||||||REQUIRED|||-NONE-|||0; A 14 15|||Wform|||mentally|||REQUIRED|||-NONE-|||0
"In this modern world , the technologies were improved a lot compared with the last century .","In this modern world , technologies were have a lot compared with to last century .",A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 8|||Vm|||have|||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||to|||REQUIRED|||-NONE-|||0
"Particularly , in the medical field , there is a great improvement in many treatments for many formally incurable diseases , and genetic testing is one of the methods which were used to diagnose an individual at risk for a genetic disorder .","Particularly , in the medical field , there has been a great improvement in many treatments for many formally incurable diseases , and genetic testing is one of the methods which is used to diagnose an individual at risk of a genetic disorder .",A 8 9|||Vt|||has been|||REQUIRED|||-NONE-|||0; A 30 31|||Vt|||is|||REQUIRED|||-NONE-|||0; A 38 39|||Prep|||of|||REQUIRED|||-NONE-|||0
The medical authorities claimed that only the individual who is at risk for a genetic disorder can make the decision to undergo genetic testing .,The medical authorities claim that only the individual who is at risk of a genetic disorder can make the decision to undergo genetic testing .,A 3 4|||Vt|||claim|||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||of|||REQUIRED|||-NONE-|||0
"However , once a test has been conducted and the results are known , a family-related ethical dilemma is born .","However , once a test has been conducted and the results are known , a family-related ethical dilemma is born .",NONE
The question is whether a carrier of a known genetic risk should tell his or her relatives .,The question is whether a carrier of a known genetic risk should tell his or her relatives .,NONE
"In my opinion , the carrier of a known genetic risk has to tell his or her relatives about this .","In my opinion , the carrier of a known genetic risk has to tell his or her relatives about this .",NONE
This is because his or her relatives have the right to know about this .,This is because his or her relatives have the right to know this,A 12 13|||Prep||||||REQUIRED|||-NONE-|||0; A 13 14|||Pref||||||REQUIRED|||-NONE-|||0
"As many people realize , a genetic disorder can be related to the carrier 's relatives , that is , one of the family members is at risk for a genetic disorder means that other family members also have almost the equally risk to have it , so this problem should be treated seriously by the family .","As many people realize , a genetic disorder can be passed on to the carrier 's relatives , that is , one of the family members is at risk of a genetic disorder which means that other family members also equal equally risk to have it , . So problem should be treated seriously by the family .",A 10 11|||Wci|||passed on|||REQUIRED|||-NONE-|||0; A 28 29|||Prep|||of|||REQUIRED|||-NONE-|||0; A 32 32|||Ssub|||which|||REQUIRED|||-NONE-|||0; A 39 42|||WOinc|||equal|||REQUIRED|||-NONE-|||0; A 46 48|||Mec|||. So|||REQUIRED|||-NONE-|||0
Every family member has their human right to know what is going on with them .,Every family member has their human right to know what is going on with them .,NONE
"If they do not even know that they are at risk for a genetic disorder , how can this explain their right ?","If they do not even know that they are at risk for a genetic disorder , how can this demonstrate their right ?",A 19 20|||Wci|||demonstrate|||REQUIRED|||-NONE-|||0
"For instance , John is informed by his doctor that he is at risk for a genetic disorder but he does not tell his sibling , James about this .","For instance , John is informed by his doctor that he is at risk of a genetic disorder but he does not tell his sibling , James about this .",A 14 15|||Prep|||of|||REQUIRED|||-NONE-|||0
"Although telling James about this is horrible to some extent , he should know what will be likely to be going on for him .","Although telling James about this is horrible , he should know what will be likely might on for him happen to",A 7 10|||Rloc-||||||REQUIRED|||-NONE-|||0; A 15 18|||Vm|||might|||REQUIRED|||-NONE-|||0; A 19 23|||Wci|||happen to|||REQUIRED|||-NONE-|||0
This might be beneficial for his future if he is aware of the risk of having this disorder .,This might be beneficial for his future if he is aware of the risk of having this disorder .,NONE
"The next point is that telling relatives can raise their awareness of having the similar genetic disorder , preventing certain genetic disorders to affect themselves .","The next point is that telling relatives can raise their awareness of having the similar genetic disorder , preventing certain genetic disorders to affect themselves .",NONE
"Genetic disorders are innate , but the great improvement of medical treatment makes it possible for humans to prevent the disorder or to reduce the negative effects of the disorder on themselves .","Genetic disorders are innate , but the great improvement of medical treatment makes it possible for humans to prevent the disorder or to reduce the negative effects of the disorder on themselves .",NONE
"In addition , doctors usually quote a statement , "" Prevention is better than curation "" ; this gives us an idea that preventing a disorder to happen has far more advantages than curing it .","In addition , doctors usually cite a dictum , "" Prevention is better than cure "" ; this gives us an idea that preventing a disorder from happening has far more advantages than curing it .",A 5 6|||Wci|||cite|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||dictum|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||cure|||REQUIRED|||-NONE-|||0; A 26 28|||Wci|||from happening|||REQUIRED|||-NONE-|||0
"Awareness of having a genetic disorder may help in diagnosing a genetic disorder for a person , and therefore , this may make the prevention of a certain disorder possible .","Awareness of having a genetic disorder may help in diagnosing it , and therefore , this may make the prevention of a certain disorder possible .",A 10 16|||Pref|||it|||REQUIRED|||-NONE-|||0
"For example , hypertension is partially due to genetic factors , but environmental factors also play an important role .","For example , hypertension is partially due to genetic factors , but environmental factors also play an important role .",NONE
"People who aware of having such disorder can prevent the disorder to happen by adapting a healthy lifestyle , including having a balanced diet and at least having exercise for 30 minutes every day .","People who are aware of having a such disorder it the happening happen by adapting a healthy lifestyle , including having a balanced diet and at least doing exercise for 30 minutes every day .",A 2 2|||V0|||are|||REQUIRED|||-NONE-|||0; A 6 6|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 9 11|||Pref|||it|||REQUIRED|||-NONE-|||0; A 11 13|||Vform|||happening|||REQUIRED|||-NONE-|||0; A 27 28|||Wci|||doing|||REQUIRED|||-NONE-|||0
"To sum up , a carrier of a known genetic risk should be obligated to tell his or her relatives .","To sum up , a carrier of a known genetic risk should be obligated to tell his or her relatives .",NONE
"This is their human right to know about that , and this may also save their lives by preventing the disorder to happen .","It is their human right to know about that , and this may also save their lives by preventing the disorder from happening .",A 0 1|||Pform|||It|||REQUIRED|||-NONE-|||0; A 21 22|||Prep|||from|||REQUIRED|||-NONE-|||0; A 22 23|||Vform|||happening|||REQUIRED|||-NONE-|||0
"Together with the advancement of technology over past decades,medical advancement has increased exponentially and further enhancements are still constantly upgrading.Empower doctors with advance medical knowledge,doctors are able to diagnose and undergo genetic testing for patients to help them prevent and take necessary steps to protect their life.However , once a test has been conducted and the results are known,a question of disclosing the results to his or her relatives become a challenging issue to both patient and doctor.In my opinion,I feel the strong urge to support the obligation to inform patient relatives .","Together with the advancement of technology over past decades,medical advancement has increased exponentially and further enhancements are still constantly evolving . By empowering doctors with advance medical knowledge,doctors are able to diagnose and conduct genetic testing for patients to help prevent and illness take necessary steps to protect their life.However , once a test has been conducted and the results are known,the question of disclosing the results to his or her relatives becomes a challenging issue to both patient and doctor.In my opinion,I support the obligation to inform patient relatives . patients '","A 19 20|||Wci|||evolving . By empowering|||REQUIRED|||-NONE-|||0; A 30 31|||Wci|||conduct|||REQUIRED|||-NONE-|||0; A 37 38|||Pref||||||REQUIRED|||-NONE-|||0; A 39 39|||Others|||illness|||REQUIRED|||-NONE-|||0; A 58 59|||ArtOrDet|||known,the|||REQUIRED|||-NONE-|||0; A 69 70|||SVA|||becomes|||REQUIRED|||-NONE-|||0; A 80 85|||Sfrag||||||REQUIRED|||-NONE-|||0; A 90 91|||Npos|||patients '|||REQUIRED|||-NONE-|||0"
"As it is a genetic risk,the patient next-of-skin might have a high chance of carrying the risk,hence the need to inform their relatives is important so that necessary prevention actions could be taken before unforeseen circumstances might occur.For example,if you are the only child in a family and unfortunately,you are suffering from a genetic disease that the genetic trait might be passed on to your next generation if you have a child,hence by letting your family members aware of the situation,it would lessen family stresses and suffering on forcing you to settle down and have children.However , social ethic issues like discrimination and privacy are biggest concerns and potential barriers to enforce patients or doctors to disclose information to patients relatives.It challenges the confidentiality and privacy principles.Currently , under the Health Insurance Portability and Accountability Act of 1996 ( HIPAA ) in the United States,there is no legal obligation requirement to disclose information to relatives,it is up to the patient 's wish to disclose to their family members.Early disclosement to family members brings in positive reaction and prevention,as in the case of Angelina Jolie,she chose to disclose information and underwent treatment to reduce the risk of breast cancer significantly to under five percent.I still can recall her reason for disclosing her own story was that she does not want to live under the shadow of cancer .","As it is a genetic risk,the patient 's next-of-skin might have a high chance of carrying the risk,hence the need to their relatives is important so that necessary preventive actions can be taken before unforeseen circumstances might occur.For example,if you are the only child in a family and unfortunately,you are suffering from a genetic disease that the genetic trait might be passed on to your next generation if you have a child . Hence by making your family members aware of the situation,it might lessen family pressure and suffering forcing you to settle down and have children.However , social ethic ethical like discrimination and privacy are biggest the concerns enforce patients or doctors forcing disclose information to patients relatives.It challenges the confidentiality relatives.These challenge principles.Currently , under the Health Insurance Portability and Accountability Act of 1996 ( HIPAA ) in the United States,there is no legal obligation requirement to disclose to relatives,it is up to the relatives ; it 's wish to disclose to their family .Early brings in positive reaction and prevention,as in the case of Angelina a Jolie,she chose prevention . As to disclose information and underwent Jolie who to reduce the risk of breast cancer significantly to under five percent.I still can recall her reason for disclosing can still story was that she does not want to live It ; under did shadow of cancer .","A 7 7|||Npos|||'s|||REQUIRED|||-NONE-|||0; A 21 22|||Pref||||||REQUIRED|||-NONE-|||0; A 28 29|||Wform|||preventive|||REQUIRED|||-NONE-|||0; A 30 31|||Vt|||can|||REQUIRED|||-NONE-|||0; A 55 55|||Mec|||,|||REQUIRED|||-NONE-|||0; A 55 56|||Ssub||||||REQUIRED|||-NONE-|||0; A 71 72|||Mec|||child . Hence|||REQUIRED|||-NONE-|||0; A 73 74|||Wci|||making|||REQUIRED|||-NONE-|||0; A 81 82|||Vm|||might|||REQUIRED|||-NONE-|||0; A 84 85|||Wci|||pressure|||REQUIRED|||-NONE-|||0; A 87 88|||Prep||||||REQUIRED|||-NONE-|||0; A 98 99|||Wform|||ethical|||REQUIRED|||-NONE-|||0; A 105 105|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 107 111|||Rloc-||||||REQUIRED|||-NONE-|||0; A 111 112|||Wci|||forcing|||REQUIRED|||-NONE-|||0; A 120 120|||Npos|||'|||REQUIRED|||-NONE-|||0; A 120 121|||Pform|||relatives.These|||REQUIRED|||-NONE-|||0; A 121 122|||SVA|||challenge|||REQUIRED|||-NONE-|||0; A 122 123|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 148 149|||Wci||||||REQUIRED|||-NONE-|||0; A 154 155|||Mec|||relatives ; it|||REQUIRED|||-NONE-|||0; A 162 162|||Mec|||.|||REQUIRED|||-NONE-|||0; A 162 168|||Spar|||.Early|||REQUIRED|||-NONE-|||0; A 174 174|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 177 177|||V0|||facilitates|||REQUIRED|||-NONE-|||0; A 177 178|||Mec|||prevention . As|||REQUIRED|||-NONE-|||0; A 183 184|||Ssub|||Jolie who|||REQUIRED|||-NONE-|||0; A 203 205|||WOinc|||can still|||REQUIRED|||-NONE-|||0; A 213 213|||Mec|||;|||REQUIRED|||-NONE-|||0; A 213 213|||Pref|||It|||REQUIRED|||-NONE-|||0; A 216 217|||Vt|||did|||REQUIRED|||-NONE-|||0"
"However,there are still people against the decision of revealing private information.As in the case of Alzheimer patients,it is up to the patient 's own choice to disclose information.However,research has shown that doctors have tried to interpret who,how and whom will Alzheimer disease be disclosed to minimise potential negative impact to families members ( DementiaToday,2012 ) .There are associations provide helps to Alzheimer patients like Alzheimer 's Association ( Alzheimer 's Association,1980 ) .Although there are still thousand of genetic risk diseases out there that might not be receiving all helps and supports from everyone,the needs to receive immediate understanding and support from family members is an utmost help that patients need in their difficult time .","However,there are still people against the decision of revealing private information.As in the case of Alzheimer patients,it is up to the patient 's own choice to disclose information.However,research has shown that doctors have tried to interpret how and to should will Alzheimer disease be disclosed to the minimise potential negative family to families members ( DementiaToday,2012 ) .There that help associations provide helps to the Alzheimer patients like Alzheimer 's Association ( .However , 's Association,1980 ) thousands there people with are still thousand of genetic risk diseases out there enough help not support receiving these organizations . Therefore need and supports from everyone,the needs to receive immediate understanding and the minimum members is an utmost help that patients need in their difficult time .","A 36 37|||Ssub|||how|||REQUIRED|||-NONE-|||0; A 38 38|||Pform|||to|||REQUIRED|||-NONE-|||0; A 39 40|||Vm|||should|||REQUIRED|||-NONE-|||0; A 46 46|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 50 51|||Nn|||family|||REQUIRED|||-NONE-|||0; A 58 58|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 59 60|||Wform|||help|||REQUIRED|||-NONE-|||0; A 64 64|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 72 73|||Trans|||.However ,|||REQUIRED|||-NONE-|||0; A 76 77|||Nn|||thousands|||REQUIRED|||-NONE-|||0; A 78 78|||Others|||people with|||REQUIRED|||-NONE-|||0; A 88 89|||ArtOrDet|||enough|||REQUIRED|||-NONE-|||0; A 89 90|||Wform|||help|||REQUIRED|||-NONE-|||0; A 91 92|||Wform|||support|||REQUIRED|||-NONE-|||0; A 93 94|||Others|||these organizations . Therefore|||REQUIRED|||-NONE-|||0; A 94 95|||Nn|||need|||REQUIRED|||-NONE-|||0; A 105 108|||Wci|||the minimum|||REQUIRED|||-NONE-|||0"
"In conclusion,the state should have passed a legal bill to measure and provide information to doctors that till which extend should a doctor opt to reveal to relatives members about the genetic disease and in which situations it is open to patient 's decision.In addition,the state could also encourage to create assistance schemes to aid necessary help to needy patients to encourage them to open up for the benefit of own and family members.Although it may face challenges from social ethic issues,in a long term,with appropriate encouragement and aid from the government,more individuals would have a different view of acceptance and take appropriate measurements to protect their own health and their loved ones .","In conclusion,the state should pass a legal bill to measure information to doctors that till which about relatives members about the genetic disease and telling situations is open family to patient 's decision.In addition,the state could also encourage to create assistance the schemes to aid necessary help to needy patients to encourage them to give up for the benefit of own and family members.Although it may to from social themselves a long their term,with there encouragement be aid from the ethical individuals the have a different view of acceptance and take appropriate measurements to protect their own health and their loved ones .",A 4 6|||Vt|||pass|||REQUIRED|||-NONE-|||0; A 10 12|||Wci||||||REQUIRED|||-NONE-|||0; A 16 24|||Prep|||about|||REQUIRED|||-NONE-|||0; A 24 26|||Um|||telling|||REQUIRED|||-NONE-|||0; A 26 27|||Prep||||||REQUIRED|||-NONE-|||0; A 28 28|||Npos|||'|||REQUIRED|||-NONE-|||0; A 28 29|||Others|||family|||REQUIRED|||-NONE-|||0; A 41 41|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 54 55|||Um|||give|||REQUIRED|||-NONE-|||0; A 66 67|||Prep|||to|||REQUIRED|||-NONE-|||0; A 67 68|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 69 71|||Pref|||themselves|||REQUIRED|||-NONE-|||0; A 72 72|||Pref|||their|||REQUIRED|||-NONE-|||0; A 74 75|||Pform|||there|||REQUIRED|||-NONE-|||0; A 76 77|||Wci|||be|||REQUIRED|||-NONE-|||0; A 80 81|||Wform|||ethical|||REQUIRED|||-NONE-|||0; A 82 83|||Wci|||the|||REQUIRED|||-NONE-|||0
"Nowadays , the study in the genetic field has gone further and further due to the high-velocity technological advancement .","Nowadays , study in the genetic field of genetics gone further progressed further due to the high-velocity technological high velocity of .",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 6 8|||Wci|||field of genetics|||REQUIRED|||-NONE-|||0; A 9 10|||Wci|||progressed|||REQUIRED|||-NONE-|||0; A 16 17|||Wform|||high velocity|||REQUIRED|||-NONE-|||0; A 17 17|||Prep|||of|||REQUIRED|||-NONE-|||0
"Not long ago , the human genome project sponsored by several large multinational corporations ( MNCs ) has been started .","Not long ago , the human genome project sponsored by several large multinational corporations ( MNCs ) started .",A 17 19|||Vform||||||REQUIRED|||-NONE-|||0
"In comparison , in the field of genetic testing which enables people to be aware of the risk of a possible genetic disorder , as the technology has been very mature already , an even more popular topic arises .","In addition , in the field of genetic testing enables people to can find about risk of a possible genetic disorder , as the technology has been very mature is an even advanced popular . This has brought on a common dilemma .","A 1 2|||Trans|||addition|||REQUIRED|||-NONE-|||0; A 9 9|||Mec|||,|||REQUIRED|||-NONE-|||0; A 9 11|||Ssub||||||REQUIRED|||-NONE-|||0; A 12 16|||Wci|||can find about|||REQUIRED|||-NONE-|||0; A 27 29|||Vt|||is|||REQUIRED|||-NONE-|||0; A 30 31|||Wci|||advanced|||REQUIRED|||-NONE-|||0; A 32 33|||Mec|||.|||REQUIRED|||-NONE-|||0; A 33 39|||Um|||This has brought on a common dilemma .|||REQUIRED|||-NONE-|||0"
"While most people agree that each individual has his own right to decide whether to undergo a genetic test or not , they have different stands in whether it is the patient 's responsibility or freedom to share the result with his or her relatives .","While most people agree that each individual has his a right to decide whether to undergo a genetic test or not , they have different stands on whether it is the patient 's responsibility to share the result with his or her relatives .",A 9 10|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 26 27|||Prep|||on|||REQUIRED|||-NONE-|||0; A 34 36|||Um||||||REQUIRED|||-NONE-|||0
"In my opinion , the patients , which are carriers of some known genetic risk are supposed to share the truth with their family members .","In my opinion , the patients , who are carriers of some known genetic risk are obliged to share the truth with their family members .",A 7 8|||Ssub|||who|||REQUIRED|||-NONE-|||0; A 16 17|||Vm|||obliged|||REQUIRED|||-NONE-|||0
"Admittedly , it is a social obligation to be responsible for the life of other people .",it is It social obligation to be responsible for the life of lives people .,A 0 2|||Trans||||||REQUIRED|||-NONE-|||0; A 2 3|||Mec|||It|||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||lives|||REQUIRED|||-NONE-|||0
"To the whole society , it is a duty .","For the whole society , it is a duty .",A 0 1|||Prep|||For|||REQUIRED|||-NONE-|||0
"Take H1N1 as an example , all the people in Singapore including students at school , travelers at the Changi Airport , workers in the office as well as passengers on the street are forced by law to take their temperature and report the result to the relevant government authority in charge .","Take H1N1 as an example , all the people in Singapore including students at school , travelers at the Changi Airport , workers in the office as well as passengers on the street , are forced by law to take their temperature and report the result to the relevant government authority in charge .","A 33 33|||Mec|||,|||REQUIRED|||-NONE-|||0"
"To those family members who care about them , it is also a moral obligation .","To those family members who care about them , it is also a moral obligation .",NONE
How can they not tell their loved ones who they really are and get their loved ones in danger ?,How can they not tell their loved ones who they really are and put their loved ones in danger ?,A 13 14|||Wci|||put|||REQUIRED|||-NONE-|||0
The basis of a family is that everyone trusts and love each other with no doubts .,The basis of a family is that everyone trusts and loves each other with no doubts .,A 10 11|||SVA|||loves|||REQUIRED|||-NONE-|||0
"Without trust and love , there is no difference between a family and a bunch of strangers living together .","Without trust and love , there is no difference between a family and a bunch of strangers living together .",NONE
"Hence , it is essential to tell their family members about the risk of their genetic disorder both as a social responsibility and a favor to conserve the family basis .","Hence , it is essential to tell family members about the risk of their disorder both as a social responsibility and a favor the family basis .",A 7 8|||Pref||||||REQUIRED|||-NONE-|||0; A 14 15|||Pref||||||REQUIRED|||-NONE-|||0; A 23 25|||Rloc-||||||REQUIRED|||-NONE-|||0
"Moreover , telling their family members the truth is the fastest and easiest way to get their support .","Moreover , telling their family members the truth is the fastest and easiest way to get their support .",NONE
"Without the support of loved ones , patients ' life is no better than death .","Without the support of loved ones , patients ' lives are no better than death .",A 9 10|||Nn|||lives|||REQUIRED|||-NONE-|||0; A 10 11|||SVA|||are|||REQUIRED|||-NONE-|||0
"Family members , as one the closest group of people from whom they can get comfort , is a crucial factor for them to successfully get over any possible troubles as a result of genetic disorder .",Family members as are the of closest groups of people from whom patients can get comfort and help them to successfully get over any possible troubles as a result of genetic disorder .,A 2 3|||Mec||||||REQUIRED|||-NONE-|||0; A 3 4|||Others|||are|||REQUIRED|||-NONE-|||0; A 5 5|||Prep|||of|||REQUIRED|||-NONE-|||0; A 7 8|||Nn|||groups|||REQUIRED|||-NONE-|||0; A 12 13|||Pref|||patients|||REQUIRED|||-NONE-|||0; A 16 22|||Wci|||and help|||REQUIRED|||-NONE-|||0
A study of New York University in 2010 shown that patients with family members around generally recovers 2-4 days faster than those taken care by professional nurses .,A study of New York University in 2010 shows that patients with family members around generally recover 2-4 days faster than those taken care of by professional nurses .,A 8 9|||Vt|||shows|||REQUIRED|||-NONE-|||0; A 16 17|||SVA|||recover|||REQUIRED|||-NONE-|||0; A 24 24|||Prep|||of|||REQUIRED|||-NONE-|||0
"Even for those patients with terminal diseases , the duration of their survival is 30 % longer due to the family support .","Even for those patients with terminal diseases , the duration of their survival is 30 % longer due to the family support .",NONE
Some people may say that telling the truth may arise some unnecessary doubts and panics which will endanger the family harmony .,Some people may say that telling the truth may create some unnecessary doubts and panic which will endanger family harmony .,A 9 10|||Wci|||create|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||panic|||REQUIRED|||-NONE-|||0; A 18 19|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"While every family need to go through this or that kind of troublesome situations , the more troubles that a family has gone through together , the greater bond will be established between the family members as well as the greater amount of trust , love and understanding .","However , every family can go through this or of troublesome situations , the situation . The a family has gone through together , the greater bond will be the that established between the family members as well as the greater amount the of trust , love and understanding .","A 0 1|||Trans|||However ,|||REQUIRED|||-NONE-|||0; A 3 5|||Vm|||can|||REQUIRED|||-NONE-|||0; A 8 10|||Wci||||||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||situation|||REQUIRED|||-NONE-|||0; A 14 15|||Mec|||.|||REQUIRED|||-NONE-|||0; A 15 16|||Mec|||The|||REQUIRED|||-NONE-|||0; A 28 28|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 29 29|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 41 41|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0"
"Hence , for a family in which every member is truly believing in each other and loving each other ,all these troubles are just testaments to make them stronger .","Hence , for a family in which every member is truly believing in each other and loving each other ,all these troubles are just testaments to make them stronger .",NONE
"Just as the lyrics of Kelly Clarkson , what does n't kill you make you stronger .","In the words of Kelly Clarkson , what does n't kill you make you stronger makes",A 0 4|||Wci|||In the words|||REQUIRED|||-NONE-|||0; A 13 14|||SVA|||makes|||REQUIRED|||-NONE-|||0
"Being in Asian society where genetic testing is not a common practice , I do think that it is the choice of the patient whether he or she wants to tell his or her relatives about his or her disease .","Being in an Asian society where genetic testing is not a common practice , I do think that it is the choice of the patient whether he or she wants to tell his or her relatives about his or her disease .",A 2 2|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0
The courage to take the genetic testing and yet to inform their relatives about the risk that they may have may result in people being judgmental while actually it is just a risk and not a confirmed case .,The courage to take the genetic test and yet to inform their relatives about the risk that they may have something may result in people being judgmental while actually it is just a risk and not a confirmed case .,A 6 7|||Wform|||test|||REQUIRED|||-NONE-|||0; A 20 20|||Others|||something|||REQUIRED|||-NONE-|||0
"Furthermore , since it is the person 's gene that is affected , he has the right to determine with whom he wants to share the information with .","Furthermore , since it is the person 's gene that is affected , he has the right to determine with whom he wants to share the information .",A 27 28|||Prep||||||REQUIRED|||-NONE-|||0
"Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband or wife ) since the individual 's genetic risk may affect their future children .","Nevertheless , while I feel that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest to the person to at least share the information with her or his potential partner ( husband or wife ) since the individual 's genetic risk may affect their future children .",A 4 5|||Wform|||feel|||REQUIRED|||-NONE-|||0; A 28 28|||Wci|||to|||REQUIRED|||-NONE-|||0
Many people in our society are not well informed about many genetic diseases and many of them will most likely to judge or at least differentiate those who have genetic diseases since they feel that the patients are abnormal or 'weird' .,Many people in our society are not well informed about many genetic diseases and many of them will most likely judge or at least differentiate distinguish who have genetic diseases since they feel that the patients are abnormal or 'weird' .,A 20 21|||Vform||||||REQUIRED|||-NONE-|||0; A 25 26|||Wci|||distinguish|||REQUIRED|||-NONE-|||0
"This is because many relate genetic diseases to those such as Bubble-Boy disease , autism or down-syndrome .","This is because many relate genetic diseases to those such as Bubble-Boy disease , autism or down-syndrome .",NONE
"In those diseases , many who are affected do actually have different physical characteristics compared to those without the genetic diseases .","In those diseases , many who are affected do actually have different physical characteristics compared to those without the genetic diseases .",NONE
"While we do know that we should not discriminate them based on their limitations , many people still do it with or without them realizing it .","While we do know that we should not discriminate against them based on their limitations , many people still do it with or their them realizing it .",A 9 9|||Wci|||against|||REQUIRED|||-NONE-|||0; A 23 24|||Pform|||their|||REQUIRED|||-NONE-|||0
"In this particular case , we are discussing about whether a person should tell his relatives about him having a RISK of a particular genetic disease .","In this particular case , we are discussing whether a person should tell his relatives about him having a RISK risk a particular genetic disease .",A 8 9|||Prep||||||REQUIRED|||-NONE-|||0; A 20 21|||Mec|||risk|||REQUIRED|||-NONE-|||0
It is normal for people to demand for a fair and similar treatment as the others and therefore it is normal for people to try to keep some of their secrets or personal issues to themselves in case some people judge them or treat them differently.Many people really love to hear what they want to hear and therefore they may just ignore the word 'risk ' and assume that the person has suffered from the disease .,It is normal for people to demand a fair and similar treatment as from and therefore it is normal for people to try to keep some of their secrets or personal issues to themselves in case some people judge them or treat them differently.Many people really love to hear what they want to hear and therefore they may just ignore the word 'risk ' and assume that the person has suffered is the only one suffering disease .,A 7 8|||Prep||||||REQUIRED|||-NONE-|||0; A 13 15|||Prep|||from|||REQUIRED|||-NONE-|||0; A 71 73|||Vform|||is the only one suffering|||REQUIRED|||-NONE-|||0
"To prevent that from happening , I do feel that it is up to the person whether he wants to share the information with his family since his family may either be paranoid or judge him and act differently .","To prevent that from happening , I do feel that it is up to the person whether he wants to share the information with his family since his family may either become paranoid or judge him and act differently .",A 31 32|||Wci|||become|||REQUIRED|||-NONE-|||0
"Especially when it is just a risk , the option is really his since he is not an actual sufferer .",Especially when it is just a risk . The option is really his since he is not an actual sufferer .,A 7 9|||Srun|||. The|||REQUIRED|||-NONE-|||0
