Before Statements,After Statements,Error Correction
I agree that a carrier of a known genetic risk is obligated to tell his or her relatives.,I agree that a carrier of a known genetic risk should be obligated to tell their relatives.,"[{'idx_src': [10], 'idx_tgt': [10, 11], 'corr_type': 'Vm'}, {'idx_src': [14, 15, 16], 'idx_tgt': [15], 'corr_type': 'Pref'}]"
There are four reasons why people don't have to be shy and share their problems regarding genetic disorder.,There are four reasons why people do not have to be shy and should share their problems regarding a genetic disorder.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wtone'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Vm'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}]"
"Firstly, the carrier and his or her family can take precautions, physically by actions to reduce the chance of it being inherited to offspring and, mentally if the action fails to prevent it being inherited.","Firstly, the carrier and their family can take precautions, through physical actions, to reduce the chances of it being passed down to offspring, and mentally if these actions fail to prevent it from being inherited.","[{'idx_src': [5, 6, 7], 'idx_tgt': [5], 'corr_type': 'Pref'}, {'idx_src': [13, 14, 15], 'idx_tgt': [11, 12, 13, 14], 'corr_type': 'WOinc'}, {'idx_src': [19], 'idx_tgt': [18], 'corr_type': 'Nn'}, {'idx_src': [23], 'idx_tgt': [22, 23], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Mec'}, {'idx_src': [27], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [30], 'idx_tgt': [30], 'corr_type': 'ArtOrDet'}, {'idx_src': [31], 'idx_tgt': [31], 'corr_type': 'Nn'}, {'idx_src': [32], 'idx_tgt': [32], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [36], 'corr_type': 'Prep'}]"
Many syndromes such as Down Syndrome and Taylor Syndrome can be prevented to happen if the mother undergo proper medication and don't consume harmful goods during the pregnancy period.,"Many syndromes, such as Down Syndrome and Taylor Syndrome, can be prevented from happening if the mother takes proper medication and does not consume harmful substances during the pregnancy period.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [12], 'idx_tgt': [14], 'corr_type': 'Prep'}, {'idx_src': [13], 'idx_tgt': [15], 'corr_type': 'Vform'}, {'idx_src': [17], 'idx_tgt': [19], 'corr_type': 'Wci'}, {'idx_src': [21, 22], 'idx_tgt': [23, 24], 'corr_type': 'SVA'}, {'idx_src': [25], 'idx_tgt': [27], 'corr_type': 'Wci'}]"
This information may not be known by the mother if she doesn't tell her relatives regarding her condition.,This information may not be known by the mother if she does not tell her relatives about her condition.,"[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Wtone'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Wci'}]"
"More people(relatives) know her problem, more information channel is provided.","The more people(relatives) know about her problem, the more advice can be provided.","[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [13], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [14, 15], 'corr_type': 'Vm'}]"
If all efforts have been made but the children still suffer from the syndrome then the family have to accept this fact and do whatever they can to bring a good environment for their children's growth.,If all efforts have been made but the children still inherit the syndrome then the family will have to accept this fact and do whatever they can to provide a good environment for their children's development.,"[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Vm'}, {'idx_src': [28], 'idx_tgt': [28], 'corr_type': 'Wci'}, {'idx_src': [36], 'idx_tgt': [36], 'corr_type': 'Wci'}]"
This is not the parent's fault because there is still chances of the gene being inherited.,This is not the parents 'fault because there are still chances of the gene being inherited.,"[{'idx_src': [4, 5], 'idx_tgt': [4, 5], 'corr_type': 'Npos'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'SVA'}]"
"So, they have to also prepare mentally.","So, they have to also prepare themselves mentally.","[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Pref'}]"
"Secondly, genetic diseases costs highly for the treatment and medication.","Secondly, genetic diseases have a high cost for treatment and medication.","[{'idx_src': [4, 5], 'idx_tgt': [4, 5, 6, 7], 'corr_type': 'Wci'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
Albinism is one of the examples.,Albinism is one example.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [5], 'idx_tgt': [3], 'corr_type': 'Nn'}]"
The people with albinism have sensitive skin and it needs regular treatment.,People with albinism have sensitive skin which needs regular treatment.,"[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [8], 'idx_tgt': [6], 'corr_type': 'Pref'}]"
"Unlike people with high proportion of skin pigment, people with albinism is prone to sunburn and other skin diseases.","Unlike people with a high proportion of skin pigment, people with albinism are prone to sunburn and other skin diseases.","[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [13], 'corr_type': 'SVA'}]"
"If they don't treat their body well, such as by using sunglasses or wearing sunscreen in outdoor, the chances are good that they will get skin problems that may also lead to cancer.","If they do not treat their body well, such as by using sunglasses or wearing sunscreen outdoors, the chances are high that they will have skin problems that may also lead to cancer.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wtone'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [18], 'idx_tgt': [17], 'corr_type': 'Wform'}, {'idx_src': [23], 'idx_tgt': [22], 'corr_type': 'Wci'}, {'idx_src': [27], 'idx_tgt': [26], 'corr_type': 'Wci'}]"
"Once you suffer from cancer, the medication cost is very expensive.","Once you suffer from cancer, the cost of medication is very expensive.","[{'idx_src': [7, 8], 'idx_tgt': [7, 8, 9], 'corr_type': 'WOinc'}]"
"To prevent the bigger problem to happen, it takes a lot of effort to take care of your body.","To prevent bigger problems from happening, it takes a lot of effort to take care of your body.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [4], 'idx_tgt': [3], 'corr_type': 'Nn'}, {'idx_src': [5], 'idx_tgt': [4], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'Vform'}]"
"If the carrier doesn't tell his or her relatives, it may be too late to get their support and prepare financially.","If the carrier does not tell their relatives, it may be too late to get their support and prepare financially.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wtone'}, {'idx_src': [6, 7, 8], 'idx_tgt': [6], 'corr_type': 'Pref'}]"
"Thirdly, some diseases are not noticeable and may lead to serious health problems.","Thirdly, some diseases are not noticeable and may lead to serious health problems.",[]
One of the diseases is sickle cell trait.,One of these diseases is sickle cell trait.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}]"
Usually people are not aware if they carry the sickle cell gene and this may lead to circulatory problem such as blood blocking.,Usually people are not aware that they carry the sickle cell gene and this may lead to circulatory problems such as blood blocking.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Trans'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Nn'}]"
If the parents know that one of them is a carrier and disclose the information to their relatives then they can bring their children to undergo genetic testing and don't need to be shy of it because it is for the sake of their children's health.,If the parents know that one of them is a carrier and disclose the information to their relatives then they can take their children to undergo genetic testing and do not need to be wary of it because it is for the sake of their children's health.,"[{'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Wci'}, {'idx_src': [30], 'idx_tgt': [30], 'corr_type': 'Wtone'}, {'idx_src': [34], 'idx_tgt': [34], 'corr_type': 'Wci'}]"
"Fourthly, it is important for the parents to give mental boost for their children with genetic disorder.","Fourthly, it is important for the parents to give a mental boost to their children with the genetic disorder.","[{'idx_src': [], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [13], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'ArtOrDet'}]"
"When their children become teenagers, a lot of social problems may arise.","When their children become teenagers, a lot of social problems may arise.",[]
People and friends often mock of your conditions.,People and friends often mock your conditions.,"[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Prep'}]"
A strong mental condition and conviction must be build from within and from the closest ones.,A strong mental condition and conviction must be built from within and from their closest relatives.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vform'}, {'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Pref'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Wci'}]"
If not their family then who else that are willing to do that?,If not their family who else would be willing to do that?,"[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [8], 'idx_tgt': [6, 7], 'corr_type': 'Vm'}]"
It is not a heavy job for the family if they have prepare their mental first by disclosing the information of the probability that their children may suffer from the genetic disorder.,It is not a difficult job for the family if they have prepared their minds first by disclosing the information about the probability that their children may suffer from a genetic disorder.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Vform'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Wci'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Prep'}, {'idx_src': [29], 'idx_tgt': [29], 'corr_type': 'ArtOrDet'}]"
"In this modern world, the technologies were improved a lot compared with the last century.","In the modern world, technology has improved a lot compared to the last century.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Prep'}]"
"Particularly, in the medical field, there is a great improvement in many treatments for many formally incurable diseases, and genetic testing is one of the methods which were used to diagnose an individual at risk for a genetic disorder.","Particularly, in the medical field, there has been great improvement in many treatments for many formerly incurable diseases, and genetic testing is one of the methods which is used to diagnose an individual at risk for a genetic disorder.","[{'idx_src': [8], 'idx_tgt': [8, 9], 'corr_type': 'V0'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [30], 'idx_tgt': [30], 'corr_type': 'Vt'}]"
The medical authorities claimed that only the individual who is at risk for a genetic disorder can make the decision to undergo genetic testing.,The medical authorities claim that only the individual who is at risk for a genetic disorder can make the decision to undergo genetic testing.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Vt'}]"
"However, once a test has been conducted and the results are known, a family-related ethical dilemma is born.","However, once a test has been conducted and the results are known, a family-related ethical dilemma is born.",[]
The question is whether a carrier of a known genetic risk should tell his or her relatives.,The question is whether a carrier of a known genetic risk should tell their relatives.,"[{'idx_src': [13, 14, 15], 'idx_tgt': [13], 'corr_type': 'Pref'}]"
"In my opinion, the carrier of a known genetic risk has to tell his or her relatives about this.","In my opinion, the carrier of a known genetic risk has to tell their relatives about it.","[{'idx_src': [14, 15, 16], 'idx_tgt': [14], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [17], 'corr_type': 'Pref'}]"
This is because his or her relatives have the right to know about this.,This is because their relatives have the right to know about it.,"[{'idx_src': [3, 4, 5], 'idx_tgt': [3], 'corr_type': 'Pref'}, {'idx_src': [13], 'idx_tgt': [11], 'corr_type': 'Pref'}]"
"As many people realize, a genetic disorder can be related to the carrier's relatives, that is, one of the family members is at risk for a genetic disorder means that other family members also have almost the equally risk to have it, so this problem should be treated seriously by the family.","As many people realize, a genetic disorder can be a concern for the carrier's relatives, that is, if one of the family members is at risk for a genetic disorder then that means that other family members also have an almost equal risk of having it, and so this problem should be treated seriously by the family.","[{'idx_src': [10], 'idx_tgt': [10, 11], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [34, 35], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [43], 'corr_type': 'ArtOrDet'}, {'idx_src': [40], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [41], 'idx_tgt': [45], 'corr_type': 'Wform'}, {'idx_src': [43], 'idx_tgt': [47], 'corr_type': 'Prep'}, {'idx_src': [44], 'idx_tgt': [48], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [51], 'corr_type': 'Trans'}]"
Every family member has their human right to know what is going on with them.,Every family member has a right to know what is going to affect their health.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Prep'}, {'idx_src': [13, 14], 'idx_tgt': [12, 13, 14], 'corr_type': 'Others'}]"
"If they do not even know that they are at risk for a genetic disorder, how can this explain their right?","If they do not even know that they are at risk for a genetic disorder, how can this correspond with their rights?","[{'idx_src': [19], 'idx_tgt': [19, 20], 'corr_type': 'Wci'}, {'idx_src': [21], 'idx_tgt': [22], 'corr_type': 'Nn'}]"
"For instance, John is informed by his doctor that he is at risk for a genetic disorder but he does not tell his sibling, James about this.","For instance, John is informed by his doctor that he is at risk for a genetic disorder but he does not tell his sibling, James, about this.","[{'idx_src': [], 'idx_tgt': [27], 'corr_type': 'Mec'}]"
"Although telling James about this is horrible to some extent, he should know what will be likely to be going on for him.","Although telling James about this is unpleasant to some extent, he should know what will be likely to happen his health.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Wci'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [23], 'idx_tgt': [20, 21], 'corr_type': 'Others'}]"
This might be beneficial for his future if he is aware of the risk of having this disorder.,It might be beneficial for his future if he is aware of the risk of having this disorder.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'ArtOrDet'}]"
"The next point is that telling relatives can raise their awareness of having the similar genetic disorder, preventing certain genetic disorders to affect themselves.","The next point is that telling relatives can raise their awareness of having a similar genetic disorder, preventing certain genetic disorders from affecting themselves.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Prep'}, {'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Vform'}]"
"Genetic disorders are innate, but the great improvement of medical treatment makes it possible for humans to prevent the disorder or to reduce the negative effects of the disorder on themselves.","Genetic disorders are innate, but the great improvement in medical treatment makes it possible for humans to prevent the disorder or to reduce the negative effects of the disorder on themselves.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Prep'}]"
"In addition, doctors usually quote a statement, ""Prevention is better than curation""; this gives us an idea that preventing a disorder to happen has far more advantages than curing it.","In addition, doctors usually quote a statement, ""Prevention is better than curation""; this gives us the idea that preventing a disorder from happening has far more advantages than curing it.","[{'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'ArtOrDet'}, {'idx_src': [26], 'idx_tgt': [26], 'corr_type': 'Prep'}, {'idx_src': [27], 'idx_tgt': [27], 'corr_type': 'Vform'}]"
"Awareness of having a genetic disorder may help in diagnosing a genetic disorder for a person, and therefore, this may make the prevention of a certain disorder possible.","Being aware of having a genetic risk may help in diagnosing a genetic disorder in a person, and therefore, this may make the prevention of a certain disorder possible.","[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'V0'}, {'idx_src': [5], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'Prep'}]"
"For example, hypertension is partially due to genetic factors, but environmental factors also play an important role.","For example, hypertension is partially due to genetic factors, but environmental factors also play an important role.",[]
"People who aware of having such disorder can prevent the disorder to happen by adapting a healthy lifestyle, including having a balanced diet and at least having exercise for 30 minutes every day.","People who aware of having such a disorder can prevent the disorder from happening by adapting a healthy lifestyle, which includes having a balanced diet and at least getting exercise for 30 minutes every day.","[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Prep'}, {'idx_src': [12], 'idx_tgt': [13], 'corr_type': 'Vform'}, {'idx_src': [19], 'idx_tgt': [20, 21], 'corr_type': 'Pref'}, {'idx_src': [27], 'idx_tgt': [29], 'corr_type': 'Wci'}]"
"To sum up, a carrier of a known genetic risk should be obligated to tell his or her relatives.","To sum up, a carrier of a known genetic risk should be obligated to tell their relatives.","[{'idx_src': [16, 17, 18], 'idx_tgt': [16], 'corr_type': 'Pref'}]"
"This is their human right to know about that, and this may also save their lives by preventing the disorder to happen.","It is their human right to know about it, and it may also save their lives by preventing the disorder from happening.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Pref'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Pref'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Pref'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Prep'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Vform'}]"
"Together with the advancement of technology over past decades,medical advancement has increased exponentially and further enhancements are still constantly upgrading.Empower doctors with advance medical knowledge,doctors are able to diagnose and undergo genetic testing for patients to help them prevent and take necessary steps to protect their life.However, once a test has been conducted and the results are known,a question of disclosing the results to his or her relatives become a challenging issue to both patient and doctor.In my opinion,I feel the strong urge to support the obligation to inform patient relatives.","Together with the advancement of technology over past decades, medical advancement has increased exponentially and further enhancements are still constantly happening. upgrading.By empowering doctors with advanced medical knowledge, they are able to diagnose and perform genetic testing for patients to help them prevent disease and take the necessary steps to protect their lives. However, once a test has been conducted and the results are known, the question of disclosing the results to their relatives becomes a challenging issue for both patients and doctors. In my opinion, I feel a strong urge to support the obligation to inform patient's relatives.","[{'idx_src': [8], 'idx_tgt': [8, 9, 10], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [21, 22, 23], 'corr_type': 'Wci'}, {'idx_src': [19], 'idx_tgt': [23, 24], 'corr_type': 'Prep'}, {'idx_src': [22], 'idx_tgt': [27], 'corr_type': 'Wform'}, {'idx_src': [24], 'idx_tgt': [29, 30, 31], 'corr_type': 'Pref'}, {'idx_src': [30], 'idx_tgt': [37], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [46], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [49], 'corr_type': 'ArtOrDet'}, {'idx_src': [46], 'idx_tgt': [55, 56, 57], 'corr_type': 'Nn'}, {'idx_src': [58], 'idx_tgt': [69, 70, 71], 'corr_type': 'ArtOrDet'}, {'idx_src': [65, 66, 67], 'idx_tgt': [78], 'corr_type': 'Pref'}, {'idx_src': [69], 'idx_tgt': [80], 'corr_type': 'SVA'}, {'idx_src': [73], 'idx_tgt': [84], 'corr_type': 'Prep'}, {'idx_src': [75], 'idx_tgt': [86], 'corr_type': 'Nn'}, {'idx_src': [77], 'idx_tgt': [88, 89, 90], 'corr_type': 'Nn'}, {'idx_src': [79], 'idx_tgt': [92, 93, 94], 'corr_type': 'Mec'}, {'idx_src': [81], 'idx_tgt': [96], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [106], 'corr_type': 'Npos'}]"
"As it is a genetic risk,the patient next-of-skin might have a high chance of carrying the risk,hence the need to inform their relatives is important so that necessary prevention actions could be taken before unforeseen circumstances might occur.For example,if you are the only child in a family and unfortunately,you are suffering from a genetic disease that the genetic trait might be passed on to your next generation if you have a child,hence by letting your family members aware of the situation,it would lessen family stresses and suffering on forcing you to settle down and have children.However, social ethic issues like discrimination and privacy are biggest concerns and potential barriers to enforce patients or doctors to disclose information to patients relatives.It challenges the confidentiality and privacy principles.Currently, under the Health Insurance Portability and Accountability Act of 1996(HIPAA) in the United States,there is no legal obligation requirement to disclose information to relatives,it is up to the patient's wish to disclose to their family members.Early disclosement to family members brings in positive reaction and prevention,as in the case of Angelina Jolie,she chose to disclose information and underwent treatment to reduce the risk of breast cancer significantly to under five percent.I still can recall her reason for disclosing her own story was that she does not want to live under the shadow of cancer.","As it is a genetic risk, the patient's next-of-kin might have a high chance of carrying the risk, hence the need to inform their relatives is an important one so that the necessary prevention actions can be taken before unforeseen circumstances might occur. For example, if you are the only child in a family and, unfortunately, you are suffering from a genetic disease where the genetic trait might be passed on to the next generation if you have a child. Hence, by making your family members know about the situation, it would lessen your family's stress and insistence on forcing you to settle down and have children. However, social ethics issues like discrimination and privacy are big concerns and can be barriers toward enforce patients or doctors to disclose information to patients 'relatives. It challenges the principles of privacy and confidentiality. Currently, under the Health Insurance Portability and Accountability Act of 1996(HIPAA) in the United States, there is no legal obligation to disclose information to relatives, and it is up to the patient to disclose it to their family members. Early disclosure to family members brings a positive reaction and prevention, as in the case of Angelina Jolie, when she chose to disclose the information and underwent treatment to reduce the risk of breast cancer significantly, to under five percent. I still can recall her reason for disclosing her own story was that she does not want to live under the shadow of cancer.","[{'idx_src': [5], 'idx_tgt': [5, 6, 7], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Npos'}, {'idx_src': [7], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [19, 20, 21], 'corr_type': 'Mec'}, {'idx_src': [24], 'idx_tgt': [29, 30, 31], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [34], 'corr_type': 'ArtOrDet'}, {'idx_src': [30], 'idx_tgt': [38], 'corr_type': 'Vm'}, {'idx_src': [37], 'idx_tgt': [45, 46, 47], 'corr_type': 'Mec'}, {'idx_src': [38], 'idx_tgt': [48, 49, 50], 'corr_type': 'Mec'}, {'idx_src': [48], 'idx_tgt': [60, 61, 62, 63], 'corr_type': 'Mec'}, {'idx_src': [55], 'idx_tgt': [70], 'corr_type': 'Prep'}, {'idx_src': [64], 'idx_tgt': [79], 'corr_type': 'ArtOrDet'}, {'idx_src': [71], 'idx_tgt': [86, 87, 88, 89], 'corr_type': 'Mec'}, {'idx_src': [73], 'idx_tgt': [91], 'corr_type': 'Wci'}, {'idx_src': [77], 'idx_tgt': [95], 'corr_type': 'Wci'}, {'idx_src': [78], 'idx_tgt': [96], 'corr_type': 'Prep'}, {'idx_src': [80], 'idx_tgt': [98, 99, 100], 'corr_type': 'Mec'}, {'idx_src': [83], 'idx_tgt': [103, 104, 105], 'corr_type': 'Pref'}, {'idx_src': [84], 'idx_tgt': [106], 'corr_type': 'Nn'}, {'idx_src': [86], 'idx_tgt': [108], 'corr_type': 'Wci'}, {'idx_src': [95], 'idx_tgt': [117, 118, 119], 'corr_type': 'Mec'}, {'idx_src': [98], 'idx_tgt': [122], 'corr_type': 'Nn'}, {'idx_src': [105], 'idx_tgt': [129], 'corr_type': 'Wform'}, {'idx_src': [108], 'idx_tgt': [132, 133], 'corr_type': 'V0'}, {'idx_src': [110], 'idx_tgt': [135], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [145], 'corr_type': 'Npos'}, {'idx_src': [120], 'idx_tgt': [146, 147, 148], 'corr_type': 'Mec'}, {'idx_src': [123, 124, 125, 126], 'idx_tgt': [151, 152, 153, 154, 155, 156, 157], 'corr_type': 'WOinc'}, {'idx_src': [144], 'idx_tgt': [175, 176, 177], 'corr_type': 'Mec'}, {'idx_src': [149], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [154], 'idx_tgt': [186, 187, 188, 189], 'corr_type': 'Trans'}, {'idx_src': [160], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [161], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [197], 'corr_type': 'Pref'}, {'idx_src': [167], 'idx_tgt': [201, 202, 203], 'corr_type': 'Mec'}, {'idx_src': [168], 'idx_tgt': [204], 'corr_type': 'Wform'}, {'idx_src': [173], 'idx_tgt': [209], 'corr_type': 'ArtOrDet'}, {'idx_src': [177], 'idx_tgt': [213, 214, 215], 'corr_type': 'Mec'}, {'idx_src': [183], 'idx_tgt': [221, 222, 223, 224], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [228], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [241], 'corr_type': 'Mec'}, {'idx_src': [202], 'idx_tgt': [245, 246, 247], 'corr_type': 'Mec'}]"
