Before Statements,After Statements,Error Correction
"When we were born, we were surrounded by our family and relatives, with them welcoming us to this new world.","When we were born, we were surrounded by our family and relatives, with them welcoming us to this new world.",[]
"We were crying hard but we are not alone, it's our family and relatives that grow us up.","We were crying hard but we were not alone, it's our family and relatives that bring us up.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Vt'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Wci'}]"
"Hence, they should be the people be grateful for and the people we would like to share the joy together.","Hence, they should be the people we are grateful for and the people we would like to share joy with.","[{'idx_src': [7], 'idx_tgt': [7, 8], 'corr_type': 'Vform'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Wci'}]"
"However, in the case pertaining to any health issue or to the extent of serious disorder, it may seems no point of sharing but this involves more than just sharing of bad news.","However, in the case pertaining to any health issue, or to the extent of serious disorder, there may seem to be no point in sharing, but this involves more than just sharing of bad news.","[{'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [19], 'corr_type': 'Pform'}, {'idx_src': [20], 'idx_tgt': [21, 22, 23], 'corr_type': 'Vform'}, {'idx_src': [23], 'idx_tgt': [26], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [28], 'corr_type': 'Mec'}]"
"One definitely has the right to disclose his or her health issues to anyone, but it's also one's responsibility to inform the family and close relatives.","One definitely has the right to disclose his or her health issues to anyone, but it's also one's responsibility to inform family and close relatives.","[{'idx_src': [24], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"As the case of health issue is related to genetic risk, with keyword on ""genetic"" which highlights the risk of passing down the disorder to the next generation.","As the case of health issues are related to genetic risk(with emphasis on ""genetic"" which highlights the risk of passing down the disorder to the next generation),","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'SVA'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Wci'}, {'idx_src': [31], 'idx_tgt': [31, 32], 'corr_type': 'Mec'}]"
"Therefore, I would agree to that it's obligated for a carrier of known genetic risk to tell his or her relatives to avoid any family-related ethical dilemma that could be raise up in the future.","I would agree with obligation for a carrier of known genetic risk to tell his or her relatives, in order to avoid any family-related ethical dilemma that could be brought up in the future.","[{'idx_src': [0, 1], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [5], 'idx_tgt': [3], 'corr_type': 'Prep'}, {'idx_src': [6, 7, 8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [9], 'idx_tgt': [4], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [19, 20], 'corr_type': 'Trans'}, {'idx_src': [32], 'idx_tgt': [30], 'corr_type': 'Wci'}]"
"Despite one may argue that it's still up to the individual to disclose such health issue or to bear it within him/herself, it's certainly helpful to share with close relatives, for a proper discussion for solutions.","Although one may argue that it's still up to the individual to disclose such health issues, or to bear it themselves, it's certainly helpful to share with close relatives for a proper discussion for solutions.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Trans'}, {'idx_src': [16], 'idx_tgt': [16, 17], 'corr_type': 'Nn'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Pform'}, {'idx_src': [33], 'idx_tgt': [], 'corr_type': 'Mec'}]"
"By doing so, one will feel less stressful in facing such disorder risk.","By doing so, one will feel less stressed in facing such disorder risk.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wform'}]"
Relatives will certainly be supportive and show more caring towards the carrier of a known genetic risk.,Relatives will certainly be supportive and show more care towards the carrier of a known genetic risk.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wform'}]"
"By informing them, the carrier is never alone in fighting the battle of such disorder risk.","By informing them, the carrier is never alone in fighting the battle of such disorder risk.",[]
"On top of that, as the genetic risk may pass down to next generation, thus it will involve more than just one family.","On top of that, as the genetic risk may pass down to the next generation, thus it will involve more than just one family.","[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}]"
It is therefore I would agree for the obligation of telling the relatives of both parties when one is about to get married and have a plan for giving birth.,It is for that reason that I would agree for obligation to tell the relatives of both parties when one is about to get married and has plans for having children.,"[{'idx_src': [2], 'idx_tgt': [2, 3, 4, 5], 'corr_type': 'Trans'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [10], 'idx_tgt': [11, 12], 'corr_type': 'Vform'}, {'idx_src': [24], 'idx_tgt': [26], 'corr_type': 'SVA'}, {'idx_src': [25], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [26], 'idx_tgt': [27], 'corr_type': 'Nn'}, {'idx_src': [28], 'idx_tgt': [29], 'corr_type': 'Wci'}, {'idx_src': [29], 'idx_tgt': [30], 'corr_type': 'Wci'}]"
This would avoid the rise of more family-related ethical dilemma.,This would avoid the risk of more family-related ethical dilemma.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Mec'}]"
There are more intangible advantages that could support the stand of informing the relatives once the results are known after the test conducted.,There are more intangible advantages that could support the argument to inform relatives once the results are known after the test has been conducted.,"[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Vform'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [21, 22], 'corr_type': 'Vt'}]"
"In conclusion, in order to avoid the family-related ethical dilemma, it is best for any carrier of known genetic risk to inform his/her relatives.","In conclusion, in order to avoid the family-related ethical dilemma, it is best for any carrier of known genetic risk to inform his/her relatives.",[]
The benefits of doing so are able to outweigh its disadvantages.,The benefits of doing so outweigh the disadvantages.,"[{'idx_src': [5, 6, 7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [9], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}]"
More supports must be provided through different means to give better direction when one is standing of such junction whether should him/her to inform the relatives.,More support must be provided through different means to give better direction when one is standing at a crossroad of whether they should inform the relatives.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Nn'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Prep'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Others'}, {'idx_src': [21, 22], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
The decision to undergo genetic testing can only be made by the individual at risk for a disorder.,The decision to undergo genetic testing can only be made by the individual at risk for a disorder.,[]
This is the common law in the society.,This is common law in society.,"[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"However, it leads to a new problem that ""should a carrier of a known genetic risk be obligated to tell his or her relatives?","However, this leads to a new problem: ""should a carrier of a known genetic risk be obligated to tell his or her relatives?","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Pform'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"""This issue has been discussed for a long time.","""This issue has been discussed for a long time.",[]
"However, there is still a diversity of point of views among the people.","However, there is still diversity in points of view among people.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'Nn'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"Thus, we are going to identify the advantages and disadvantages of the issue which is ""should or should not"".","Thus, I am going to identify the advantages and disadvantages of this issue which is ""should or should not"".","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Pform'}, {'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Pref'}]"
"Firstly, I believe most of us will agree with the sentences below: ""I will be anxious about my families when he or she told me that he or she was a carrier of a known genetic risk"".","Firstly, I believe most of us will agree with the following claim: ""I will be anxious about my family if he or she told me that he or she was a carrier of a known genetic risk"".","[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'WOadv'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Nn'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Ssub'}]"
"Frequently, the intention of the carriers does not want to tell their families are to continue their own life without the anxious of families.","Frequently, the carriers do not want to tell their families, instead they intend to continue their own life without the anxiety of families.","[{'idx_src': [3, 4, 5], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [7], 'idx_tgt': [4], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [12], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [13, 14], 'corr_type': 'V0'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Wform'}]"
It is obvious that there will be better for one person to be worried than many.,"It is obvious that it would be better for one person to be worried, rather than many.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Pform'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Trans'}]"
"However, many of the carriers are not strong enough to overcome the challenges oneself.","However, many of the carriers are not strong enough to overcome the challenges themself.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Pform'}]"
"With the families 'support, there must be more energy to fight against with the demon.","With their family's support, there would be more energy to fight against the demon.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Pform'}, {'idx_src': [2, 3], 'idx_tgt': [2, 3], 'corr_type': 'Nn'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vm'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Prep'}]"
Demon is not easily to be defeated and it is required much of energy and psychological support.,"The demon is not easily defeated, and it requires much energy and psychological support.","[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'ArtOrDet'}, {'idx_src': [4, 5], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [9, 10], 'idx_tgt': [9], 'corr_type': 'Vt'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Prep'}]"
Families give you the courage and support which you can not retrieve by yourself.,Families give you the courage and support which you can not retrieve yourself.,"[{'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Prep'}]"
That is the most essential elements to overcome the challenges.,That is the most essential element to overcome the challenges.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}]"
"Besides that, the risk of the known genetic is very serious that it can not be described.","Besides that, the risk of the known gene is so serious that it can not be described.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Others'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Wci'}]"
The seriousness can be larger than our imagination.,The seriousness can be larger than our imagination.,[]
"Lying on the bed for the remaining life, and even die immediately, these are the consequences which we can not imagine.","Lying on the bed for their remaining life, and even immediate death are consequences which we can not imagine.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Pref'}, {'idx_src': [11, 12], 'idx_tgt': [11, 12], 'corr_type': 'WOadv'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
Families are our dearest in our life.,Families are our dearest in our life.,[]
"Without their concern and support, we are hard to stay until this time.","Without their concern and support, we would struggle to survive until now.","[{'idx_src': [7], 'idx_tgt': [7, 8], 'corr_type': 'Wci'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Wci'}, {'idx_src': [12, 13], 'idx_tgt': [12], 'corr_type': 'Wci'}]"
They play the important role in our life which can not be substituted.,They play an important role in our life which can not be substituted.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}]"
A known genetic risk can also affect our next generation critically.,A known genetic risk can also critically affect our next generation.,"[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'WOadv'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'WOadv'}]"
"Therefore, it is our responsibility to tell the relatives to prevent the occurrence of undesired consequences.","Therefore, it is our responsibility to tell the relatives to prevent the occurrence of undesired consequences.",[]
"Generally, the clinic or hospital will not tell the carrier's families without the agreement of carrier.","Generally, the clinic or hospital will not tell the carrier's family without the agreement of the carrier.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'ArtOrDet'}]"
It is the ethic of staff in hospital to keep the secret of any patients.,It is the ethics of staff in hospitals to keep the information of any patients confidential.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Nn'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'WOadv'}]"
We can not blame them that they are liable to the undesired consequences.,We can not blame them that they are connected to the undesired consequences.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}]"
"However, hospital can provide a councilor to advice the carrier about the action can be taken.","However, hospitals can provide a counsellor to advise the carrier about the action that can be taken.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Nn'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Ssub'}]"
"Therefore, this kind of circumstances will not be happened again and again.","Therefore, these kind of circumstances will not happen again and again.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Pform'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [9], 'idx_tgt': [8], 'corr_type': 'Vt'}]"
It is a method that benefits two parties which is a win-win situation.,It is an approach that benefits two parties which is a win-win situation.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}, {'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}]"
"In conclusion, a carrier of a known genetic risk is encouraged to tell his or her relatives about the known genetic risk.","In conclusion, a carrier of a known genetic risk is encouraged to tell his or her relatives about the known genetic risk.",[]
"However, there may be some special case that is hard to be defined.","However, there may be some special cases that are hard to be defined.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'SVA'}]"
"Thus, advice from hospital plays the important role for this.","Thus, advice from hospital plays the important role for this.",[]
Carrier is responsible to balance his or her own interest and the benefits of family and even society.,The carrier is responsible to balance his or her own interest with the benefits of family or even society.,"[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'Prep'}]"
"It is a hard decision to make but with the most appropriate way, it will create great circumstances for the carrier and families in the future.","It is a hard decision to make but with the most appropriate choice, it will create great circumstances for the carrier and families in the future.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Wci'}]"
"With the risk of being genetically disorder, many individuals have done the decision to undergo genetic testing.","Due to the risk of having genetic disorder, many individuals have taken the decision to undergo genetic testing.","[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'Prep'}, {'idx_src': [4], 'idx_tgt': [5], 'corr_type': 'Wci'}, {'idx_src': [5], 'idx_tgt': [6], 'corr_type': 'Wform'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Wci'}]"
"With the nature that the results will be known once the tests are done, each individual that is diagnosed to be a genetic risk carrier face an ethical problem: They should warn their relatives about the risking of being the same genetic risk carrier.","Because the results will be known once the tests are done, each individual that is diagnosed to be a genetic risk carrier faces an ethical problem: they should warn their relatives about the risk of being a carrier of the same genetic risk.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Trans'}, {'idx_src': [1, 2, 3], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [26], 'idx_tgt': [23], 'corr_type': 'SVA'}, {'idx_src': [31], 'idx_tgt': [28], 'corr_type': 'Mec'}, {'idx_src': [38], 'idx_tgt': [35], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [38, 39, 40], 'corr_type': 'WOadv'}, {'idx_src': [45], 'idx_tgt': [], 'corr_type': 'WOadv'}]"
Or they can choose to keep silent until the next carrier is diagnosed.,"Alternatively, they can choose to keep silent until the next carrier is diagnosed.","[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'Trans'}]"
"In the view of my point, a carrier of a known genetic risk should not be obligated to tell his or her relatives, with the support of the following reasons.","In my point of view, a carrier of a known genetic risk should not be obligated to tell his or her relatives, justified by the following reasons.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [2, 3], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [3, 4], 'corr_type': 'WOadv'}, {'idx_src': [25], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [26], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [27], 'idx_tgt': [24], 'corr_type': 'Wci'}, {'idx_src': [28], 'idx_tgt': [25], 'corr_type': 'Prep'}]"
"First of all, from the angle of human right, a genetic risk carrier should not be obligated to tell the truth to others.","First of all, from the perspective of human rights, a genetic risk carrier should not be obligated to tell the truth to others.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Nn'}]"
This diagnosis can be regarded as a kind of privacy to carriers.,This diagnosis could be regarded as a kind of privacy to carriers.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Vt'}]"
They may do not want this truth to influence their life or want to keep it as a secret and do not others know about it.,"They may not want this truth to influence their life, or may want to keep it as a secret and not allow others to know about it.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Vm'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Vm'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'V0'}, {'idx_src': [], 'idx_tgt': [24], 'corr_type': 'Vform'}]"
This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympothized by others which is not positive factors brought to their life.,"This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or pitied by others, neither of which are positive factors brought to their life.","[{'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [23, 24], 'corr_type': 'Trans'}, {'idx_src': [23], 'idx_tgt': [26], 'corr_type': 'SVA'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Seconly, the relatives of the carrier can also choose to do genetic testing regardless of the dignosis of the carrier.","Secondly, the relatives of the carrier can also choose to do genetic testing regardless of the diagnosis of the carrier.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Mec'}]"
"When people want to check whether they are genetic risk carriers, they can go and approach a doctor to consult about it.","When people want to check whether they are genetic risk carriers, they can go and approach a doctor to consult with.","[{'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Prep'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Pref'}]"
"If they do not want to think too much of it and view it as a trouble, they may just ignore the possibility.","If they do not want to think too much of it or view it as a trouble, they may just ignore the possibility.","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Prep'}]"
"However, if a dignosed carrier is obligated to tell his or her relatives, the relatives will be forced to know their higher chance of being genetic risk carriers.","However, if a dignosed carrier is obligated to tell his or her relatives, the relatives will be forced to know their higher chance of being genetic risk carriers.",[]
This obeys their own willingness as in they have to accept the truth which may make their following life miserable.,"This ignores their own willingness, they have to accept the truth which may make their following life miserable.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [5, 6], 'idx_tgt': [], 'corr_type': 'Trans'}]"
"Many people many argue that setting the obligation may help more people, who are the relatives of the carriers, save their lives with a larger opportunity because of the early diagnosis.","Many people may argue that establishing the obligation may help more people who are the relatives of the carriers, with more opportunities to save their lives because of the early diagnosis.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Mec'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [20, 21, 22, 23], 'corr_type': 'Vform'}, {'idx_src': [24, 25, 26, 27], 'idx_tgt': [], 'corr_type': 'WOadv'}]"
"However, this is not exactly true when other factors including psychological influence, social influence, are taken into consideration.","However, this is not exactly true when other factors including psychological or social influence are taken into consideration.","[{'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Smod'}, {'idx_src': [13], 'idx_tgt': [12], 'corr_type': 'Trans'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Mec'}]"
"If one such relative is told that he or she may have higher risk of getting sick, he or she may have be scared about the unknown life, partners, spouse and colleagues may choose to leave, and many other situations may happen which means the relative's life may be ruined.","If one such relative is told that he or she may have a higher risk of getting sick, he or she may be scared about the unknown life. Partners, spouses and colleagues may choose to leave, and many other situations may happen which means the relative's life may be ruined.","[{'idx_src': [], 'idx_tgt': [12], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [29], 'idx_tgt': [29], 'corr_type': 'Mec'}, {'idx_src': [30], 'idx_tgt': [30], 'corr_type': 'Mec'}, {'idx_src': [32], 'idx_tgt': [32], 'corr_type': 'Nn'}]"
"On the other side, as stated above, a person who want to confirm and has been prepared to face the result can choose to do the genetic testing individually.","On the other hand, as stated above, a person who wants confirmation, and has been prepared to face the result can choose to do the genetic testing individually.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'SVA'}, {'idx_src': [13, 14], 'idx_tgt': [13], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}]"
"In a nutshell, a carrier of a known genetic risk should have their own right to decide whether to tell their relatives or not.","In a nutshell, a carrier of a known genetic risk should have their own right to decide whether to tell their relatives or not.",[]
"This should be accepted from the point of human right, freedom of acceptance of relatives as well as many other social reasons.","This should be accepted from the point of human rights, freedom of acceptance from relatives, as well as many other social reasons.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}]"
"Otherwise, making it an obligation will restric the choice of carriers and bring a lot of confusion to their relatives.","Otherwise, making it an obligation will restrict the carriers 'choices and bring a lot of confusion to their relatives.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vt'}, {'idx_src': [9, 10, 11], 'idx_tgt': [9, 10, 11], 'corr_type': 'Npos'}]"
"For a carrier of genetic disorder to know the fact that he or she is a carrier, it causes more dilemma rather than getting the disorder.","When a carrier of a genetic disorder knows the fact that he or she is a carrier, it causes more dilemma than getting the disorder.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'SVA'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
I agree that a carrier of a known genetic risk is obligated to tell his or her relatives.,I agree that a carrier of a known genetic risk is obligated to tell his or her relatives.,[]
There are four reasons why people don't have to be shy and share their problems regarding genetic disorder.,There are four reasons why people don't have to be shy and should share their problems regarding genetic disorder.,"[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Vm'}]"
"Firstly, the carrier and his or her family can take precautions, physically by actions to reduce the chance of it being inherited to offspring and, mentally if the action fails to prevent it being inherited.","Firstly, the carrier and his or her family can take precautions: physically, by actions to reduce the chance of it being inherited by offspring and, mentally, if those actions fail to prevent it being inherited.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [24], 'idx_tgt': [25], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [30], 'corr_type': 'Mec'}, {'idx_src': [30], 'idx_tgt': [32], 'corr_type': 'Pref'}, {'idx_src': [31], 'idx_tgt': [33], 'corr_type': 'Nn'}, {'idx_src': [32], 'idx_tgt': [34], 'corr_type': 'SVA'}]"
Many syndromes such as Down Syndrome and Taylor Syndrome can be prevented to happen if the mother undergo proper medication and don't consume harmful goods during the pregnancy period.,Many syndromes such as Down Syndrome and Taylor Syndrome can be prevented if the mother undergoes proper treatment and does not consume harmful substances during the pregnancy period.,"[{'idx_src': [12, 13], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [17], 'idx_tgt': [15], 'corr_type': 'SVA'}, {'idx_src': [19], 'idx_tgt': [17], 'corr_type': 'Wci'}, {'idx_src': [21, 22], 'idx_tgt': [19, 20], 'corr_type': 'SVA'}, {'idx_src': [25], 'idx_tgt': [23], 'corr_type': 'Wci'}]"
This information may not be known by the mother if she doesn't tell her relatives regarding her condition.,The information for this may not be known by the mother if she doesn't tell her relatives about her condition.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [2, 3], 'corr_type': 'Pref'}, {'idx_src': [16], 'idx_tgt': [18], 'corr_type': 'Wci'}]"
"More people(relatives) know her problem, more information channel is provided.","If more people(relatives) know her problem, more information channels are provided.","[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'Trans'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Nn'}, {'idx_src': [12], 'idx_tgt': [13], 'corr_type': 'SVA'}]"
