Before Statements,After Statements,Error Correction
"Thus, much thought need to put on the immediate family as it could caused a stir of unwanted events from the patient or the family members itself.","Thus, much thought needs to be carried out about the immediate family as it could cause a stir of unwanted effects on the patient or the family members themselves.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'V0'}, {'idx_src': [6], 'idx_tgt': [7, 8], 'corr_type': 'Wci'}, {'idx_src': [7], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [16], 'corr_type': 'Vt'}, {'idx_src': [19], 'idx_tgt': [21], 'corr_type': 'Wci'}, {'idx_src': [20], 'idx_tgt': [22], 'corr_type': 'Prep'}, {'idx_src': [27], 'idx_tgt': [29], 'corr_type': 'Pref'}]"
"Some family may feel hurt, with regards to their family pride or reputation, on having the knowledge of such genetic disorder running in their family.","Some family may feel hurt, with regards to their family pride or reputation, on having knowledge of such a genetic disorder running in their family.","[{'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'ArtOrDet'}]"
"However, there is a role and a sense of responsibility to inform their relatives since it is a genetic disorder.","However, there is a role and a sense of responsibility to inform their relatives since it is a genetic disorder.",[]
There might be a possibility that the genetic disorder could also affect their relatives and any other families within the same family tree.,There might be a possibility that the genetic disorder could also affect their relatives and any other families within the same family tree.,[]
The importance of informing relatives of such genetic disease is vital as it may help to raise awareness and prevention towards the genetic disorder.,The importance of informing relatives of such genetic disease is vital as it may help to raise awareness and prevention of the genetic disorder.,"[{'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Prep'}]"
"Also, this known information will help their relatives to make informed decisions and tosimilarly undergo genetic testingto find out about the outcome.","Also, this known information will help their relatives to make informed decisions and to similarly undergo genetic testing to find the outcome.","[{'idx_src': [14], 'idx_tgt': [14, 15], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [18, 19], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Wci'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"Thus, having the knowledge that such genetic disorder is benign would be beneficial towards their emotinal thoughts.","Thus, having the knowledge that such a genetic disorder is benign would be beneficial towards their emotional thoughts.","[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [17], 'corr_type': 'Mec'}]"
"And if the results turn out to be otherwise, then the family can be prepared emotionally and psychologically of the future outcome and aid them in making upcoming decisions.","And if the results turn out to be otherwise, then the family can be prepared emotionally and psychologically for the future outcome and aid them in making upcoming decisions.","[{'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Prep'}]"
"In addition, the genetic risk carrier would be showered with moral and emotional support from their relatives if it is been made known to them.","In addition, the genetic risk carrier would be showered with moral and emotional support from their relatives if it is made known to them.","[{'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Vt'}]"
Having support from relatives are vital as they ensure the genetic risk carrier that he/she is not alone in facing this illness and it will certainly provide a morale boost as the whole family will share a common sentiment with regards towards the future prospect of the genetic disorder which could be inherited by anyone in the family.,"Having support from relatives is vital, as they assure the genetic risk carrier that he is not alone in facing this illness and will certainly provide a morale boost as the whole family will share a common sentiment with regards to the future prospect of the genetic disorder which could be inherited by anyone in the family.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Pref'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Pref'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [41], 'idx_tgt': [41], 'corr_type': 'Prep'}]"
"Therefore, the decision to inform relatives of such genetic disorder will be dependent of the situation and backgroung of the affected family, with the liberty of choice given to them in making the decision of informing others.","Therefore, the decision to inform relatives of such a genetic disorder will be dependent on the situation and background of the affected family, with the liberty of choice given to them in making the decision to inform others.","[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Prep'}, {'idx_src': [18], 'idx_tgt': [19], 'corr_type': 'Mec'}, {'idx_src': [36], 'idx_tgt': [37], 'corr_type': 'Prep'}, {'idx_src': [37], 'idx_tgt': [38], 'corr_type': 'Vform'}]"
"A person with a disorder, regardless of mental or physical disorder, is always easy to be awared by his or her families.","The family of a person with a disorder, whether it be a mental or physical disorder, is always easily wary of them.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2, 3], 'corr_type': 'WOinc'}, {'idx_src': [6], 'idx_tgt': [9, 10, 11], 'corr_type': 'Wci'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'ArtOrDet'}, {'idx_src': [15], 'idx_tgt': [20], 'corr_type': 'Vform'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [18], 'idx_tgt': [21], 'corr_type': 'Vform'}, {'idx_src': [19], 'idx_tgt': [22, 23], 'corr_type': 'Prep'}, {'idx_src': [20, 21, 22, 23], 'idx_tgt': [], 'corr_type': 'WOinc'}]"
"When things come to genetic issues, it is not that simple anymore.","When it come to genetic issues, things are not that simple anymore.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wci'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'SVA'}]"
"Genetic disorder inheritance is generation by generation, but not all of the offsprings show the relevant symptoms.","Genetic disorder inheritance is generation by generation, but not all of the offspring show the relevant symptoms.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Nn'}]"
Sometimes a family with potential genetic disorder risk may not be able to detect the potential harm inside their bodies as none of their members reflect any observable disorder symptoms.,"Sometimes a family with a potential genetic disorder risk may not be able to detect the potential harm inside their bodies, as none of their members reflect any observable disorder symptoms.","[{'idx_src': [], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Mec'}]"
"As a result, in the case that when one of the members happen to feel uncomfortable or unnormal, he or she should aware that whether the disorder in his or her body is a genetic risk or not.","As a result, in the case that one of the members happens to feel uncomfortable or abnormal, they should be aware of whether the disorder in their body has a genetic cause or not.","[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [13], 'idx_tgt': [12], 'corr_type': 'SVA'}, {'idx_src': [18], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [19], 'corr_type': 'Pref'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Vform'}, {'idx_src': [25], 'idx_tgt': [23], 'corr_type': 'Prep'}, {'idx_src': [30], 'idx_tgt': [28], 'corr_type': 'Pref'}, {'idx_src': [31], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [32], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [34], 'idx_tgt': [30], 'corr_type': 'Wci'}, {'idx_src': [37], 'idx_tgt': [33], 'corr_type': 'Wci'}]"
"Afterward, the carrier will face a serious ethical issue, which is to reveal the problem to his or her relatives or not.","Afterward, the carrier will face a serious ethical issue, which is whether to reveal the problem to their relatives or not.","[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Others'}, {'idx_src': [18], 'idx_tgt': [19], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Pref'}]"
"If the disorder symptoms reflect on a kid, the parent will be informed by the medics for sure, then the whole family will stay alert to their bodies 'condition.","If the disorder symptoms appear in a child, the parent will be informed by the medics for sure, and the whole family will stay alert with regards to the condition of their bodies.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wci'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wtone'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [27, 28], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [30, 31, 32], 'corr_type': 'Npos'}, {'idx_src': [30], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [31], 'idx_tgt': [], 'corr_type': 'Npos'}]"
"On contrary, if the carrier is an adult, who has his own choice to choose whether to inform his or her relatives about the risk, that will be more complex.","On the contrary, if the carrier is an adult, who has their own ability to choose whether or not to inform their relatives about the risk, the situation will be more complex.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [13], 'corr_type': 'Pref'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [19, 20], 'corr_type': 'Wci'}, {'idx_src': [20], 'idx_tgt': [23], 'corr_type': 'Pref'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [28], 'idx_tgt': [29, 30], 'corr_type': 'Pform'}]"
"One may think that if the carrier is a caring person who loves his or her family more than himself, there is no doubt that he or she will tell his or her family about the issue.","One may think that if the carrier is a caring person who loves their family more than themselves, there is no doubt that they will tell their family about the issue.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Pref'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [26], 'idx_tgt': [24], 'corr_type': 'Pref'}, {'idx_src': [27], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [28], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [31], 'idx_tgt': [27], 'corr_type': 'Pref'}, {'idx_src': [32], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [33], 'idx_tgt': [], 'corr_type': 'Pref'}]"
That is true and of course it is the obligation of a family member to protect and take care of the family.,That is true and of course it is the obligation of a family member to protect and take care of the family.,[]
"Think of the other way, if a child of the family knows that he has the risk to become a genetic risk carrier, and the risk might as well inherit to his child in the future, his whole life will be in a dilenma.","To think of the situation the other way: if a child of the family knows that they have the risk of becoming a genetic risk carrier, and the risk might also be passed down to their child in the future, their whole life will be a dilemma.","[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [3, 4], 'corr_type': 'Others'}, {'idx_src': [5], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [15], 'idx_tgt': [18], 'corr_type': 'SVA'}, {'idx_src': [18], 'idx_tgt': [21], 'corr_type': 'Prep'}, {'idx_src': [19], 'idx_tgt': [22], 'corr_type': 'Vform'}, {'idx_src': [29], 'idx_tgt': [32], 'corr_type': 'Wci'}, {'idx_src': [30], 'idx_tgt': [], 'corr_type': 'Wci'}, {'idx_src': [31], 'idx_tgt': [33, 34, 35], 'corr_type': 'Wci'}, {'idx_src': [33], 'idx_tgt': [37], 'corr_type': 'Pref'}, {'idx_src': [39], 'idx_tgt': [43], 'corr_type': 'Pref'}, {'idx_src': [44], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [46], 'idx_tgt': [49], 'corr_type': 'Mec'}]"
"And of course, he or she will think of not having any child after getting married, and the same thought goes to the cousins as well.","And of course, they will think not to have any children after getting married, and the same thought occurs to the cousins as well.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Pref'}, {'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [8, 9], 'corr_type': 'Vform'}, {'idx_src': [13], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [22], 'idx_tgt': [20], 'corr_type': 'Wci'}]"
"As a result, the family generation stops by the moment the adult carrier announces his issue.","As a result, the family generation stops at the moment the adult carrier announces his issue.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Prep'}]"
"In China, the older generation with traditional culture background, will always think of having more children as well as grandchildren, to make the family liven up and stronger.","In China, the older generation with a traditional cultural background will always think of having more children as well as grandchildren, to make the family liven up stronger.","[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Wform'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [29], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
The reason behind is that after WOWII the population of China decreased dramatically and so the government encourage the people to give more birth.,"The reason behind this is that after World War Two the population of China decreased dramatically, and so the government encouraged people to give birth to more children.","[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [7, 8, 9], 'corr_type': 'Wa'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [21], 'corr_type': 'Vt'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [26, 27, 28], 'corr_type': 'Wci'}]"
"During that period, if one of the family member reflects genetic disorder symptoms, he will fell in an ethical dilenma for sure.","During that period, if one of the family members showed the genetic disorder's symptoms, they would have fallen into an ethical dilemma for sure.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Nn'}, {'idx_src': [10], 'idx_tgt': [10, 11], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Npos'}, {'idx_src': [15], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [16], 'idx_tgt': [18], 'corr_type': 'Vt'}, {'idx_src': [17], 'idx_tgt': [19, 20], 'corr_type': 'Vt'}, {'idx_src': [18], 'idx_tgt': [21], 'corr_type': 'Prep'}, {'idx_src': [21], 'idx_tgt': [24], 'corr_type': 'Mec'}]"
The medical treatment technology during that time is not advanced enough to completely cure him.,The medical treatment technology during that time was not advanced enough to completely cure them.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vt'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Pref'}]"
He has to choose whether to protect his family or make his family more prosperity with a potential generic risk.,They had to choose whether to protect their family or make their family more prosperous with a potential genetic risk.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Pref'}, {'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Vt'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Pref'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Pref'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Wform'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
"And so, he would have chosen not to undergo generic disorder testing and let the truth be mined forever.","And so, he would have chosen not to undergo genetic disorder testing and let the truth be hidden forever.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Wci'}]"
This kind of ethical issue can not be judged by the others because they will not understand the position and duty of the carrier in the family.,"This kind of ethical issue can not be judged by others, because they will not understand the position and duty of the carrier in the family.","[{'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
"In conclude, people should think carefully of what is the consequences of telling the relatives his or her generic disorder issue.","In conclusion, people should think carefully about the consequences of telling relatives about their genetic disorder issue.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wform'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [14], 'corr_type': 'Pref'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [15], 'corr_type': 'Mec'}]"
"It is an obligation for a carrier to inform his relatives, but also an obligation for a family member to liven up the family.","It is an obligation for a carrier to inform their relatives, but also an obligation for a family member to liven up the family.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Pref'}]"
"Regardlessly, if the disorder is rarely to be fatal, or it does not caused any inconvenience to the carrier, revealing the truth is always the right thing to do.","Regardless, if the disorder is rarely fatal, or it does not cause any inconvenience to the carrier, revealing the truth is always the right thing to do.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Wform'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [13], 'corr_type': 'Vt'}]"
"In my opinion, the carrier should tell his or her relatives about it.","In my opinion, the carrier should tell their relatives about their risk of genetic disease.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Pref'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [13], 'idx_tgt': [11, 12, 13, 14, 15], 'corr_type': 'Others'}]"
"One of the reasons why is because as a carrier, she or he needs a mental support to go through with this situation.","One of the reasons why is that as a carrier, they need mental support to go through this situation.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Trans'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Pref'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [14], 'idx_tgt': [12], 'corr_type': 'SVA'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Prep'}]"
It will be hard for an individual to deal with the issue on its own.,It will be hard for an individual to deal with the issue on their own.,"[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Pref'}]"
"By telling to his or her family other than being a support, they could possibly help her to get alternative solutions to the problem that she is facing right now.","By telling their family, other than for support, they could possibly help them get alternative solutions to the problem that they are facing right now.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [3], 'idx_tgt': [2], 'corr_type': 'Pref'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [9], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [14], 'corr_type': 'Pref'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [26], 'idx_tgt': [22], 'corr_type': 'Pref'}, {'idx_src': [27], 'idx_tgt': [23], 'corr_type': 'SVA'}]"
"Other than that, I believe that the stong bond we have with our family is the biggest pillar of support to the carrier.","Other than that, I believe that the strong bond we have with our family is the biggest pillar of support for the carrier.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Prep'}]"
"Furthermore, as it is a genetic problem, it will be better for the carrier to inform his or her family as other family member might experience the same thing.","Furthermore, as it is a genetic problem, it will be better for the carrier to inform their family, as other family members might experience the same thing.","[{'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'Mec'}, {'idx_src': [25], 'idx_tgt': [24], 'corr_type': 'Nn'}]"
"By making sure that they are aware of this genetic problem, they could have a full check-up for themselves and it will be better if they could even prevent it from happening to themselves.","By making sure that they are aware of this genetic problem, they could have a full check-up for themselves and it will be better if they could even prevent it from happening to themselves.",[]
"I find that it is important to inform especially if it is contagious, the carrier could prevent the disease from spreading out to the society.",I find that it is important to inform especially if it is contagious. The carrier could prevent the disease from spreading out to the society.,"[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Srun'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Srun'}]"
For every action there is always pros and cons.,For every action there is always pros and cons.,[]
I believe that some of the carriers will choose to not reveal their disease to the family members as they do not want to make their family members worry and feel uncomfortable or even feel ostracized by them.,"I believe that some of the carriers will choose to not reveal their disease to the family members as they do not want to make their family members worry and feel uncomfortable, or even feel ostracized by them.","[{'idx_src': [], 'idx_tgt': [32], 'corr_type': 'Mec'}]"
"Furthermore, as it could incur spending a lots of money for the treatment, the carrier might not want to be the burden in her family.","Furthermore, as it could incur spending a lot of money for the treatment, the carrier might not want to be a burden to their family.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Nn'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'ArtOrDet'}, {'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'Prep'}, {'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'Pref'}]"
I could understand the feeling of the carrier.,I could understand the feelings of the carrier.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Nn'}]"
She or he does not want to be the source of unhappiness in thefamily.,They do not want to be the source of unhappiness in the family.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Pref'}, {'idx_src': [1], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [3], 'idx_tgt': [1], 'corr_type': 'SVA'}, {'idx_src': [13], 'idx_tgt': [11, 12], 'corr_type': 'Mec'}]"
"However, we will never know whether this negative effects will happen when the carrier decide to tell his or her family of the his or her condition.","However, we will never know whether these negative effects will happen when the carrier decides to tell their family of their condition.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'SVA'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [24], 'idx_tgt': [21], 'corr_type': 'Pref'}, {'idx_src': [25], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [26], 'idx_tgt': [], 'corr_type': 'Pref'}]"
"In conclusion, personally I feel that it is better for the carrier to inform her family members about the issue.","In conclusion, personally I feel that it is better for the carrier to inform their family members about the issue.","[{'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Pref'}]"
The carrier should be honest with his or her feeling and I find that it is the right of the family member to know what is going on to his or her life.,The carrier should be honest with their feelings and I find that it is the right of the family member to know what is going on in their life.,"[{'idx_src': [6, 7, 8], 'idx_tgt': [6], 'corr_type': 'Pref'}, {'idx_src': [9], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [28], 'idx_tgt': [26], 'corr_type': 'Prep'}, {'idx_src': [29, 30, 31], 'idx_tgt': [27], 'corr_type': 'Pref'}]"
"If anything wrong happened to the carrier's life, without informing the family members it could make a huge regret in their life if she leaves without them knowing about it.","If anything wrong happened in the carrier's life, without informing the family members, it could cause huge regret in their lives if they leave without them knowing about it.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [18], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Nn'}, {'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'Pref'}, {'idx_src': [26], 'idx_tgt': [26], 'corr_type': 'SVA'}]"
"On top of that, it is better to think about solutions for her problem with the family members as there are more heads to think about it rather than thinking about it alone and struggling on your own.","On top of that, it is better to think about solutions for their problem with the family members as there are more heads to think about it rather than thinking about it alone and struggling on your own.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Pref'}]"
"In the end, I believe that the support in terms of mental or even monetary from your family could help the carrier to fight against the genetic disease.","In the end, I believe that the support in terms of mental or even monetary aid from your family could help the carrier fight against the genetic disease.","[{'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Others'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Prep'}]"
True enough that there are lots of cancer's patient who were given second choice to live as a normal person as they have a strong mental support from their loved one.,"It is true enough that there are lots of cancer patients who were given a second chance to live as a normal person, as they have strong mental support from their loved ones.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2], 'corr_type': 'Others'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [16], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [23], 'corr_type': 'Mec'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [31], 'idx_tgt': [33], 'corr_type': 'Nn'}]"
"In my opinion, as long as we keep our mind healthy and strong, we can fight any disease as they come to us when we are fragile and weak.","In my opinion, as long as we keep our minds healthy and strong, we can fight any disease as they come at us when we are fragile and weak.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Nn'}, {'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Prep'}]"
"As the techonology has been advancing, it has reached a stage whereby the advancement triggers some ethical dilemmas in relation to the acutual use of the techonology.","As technology has advanced, it reached a stage where the advancement triggered some ethical dilemmas in relation to the actual use of the technology.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [2], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [5], 'idx_tgt': [3], 'corr_type': 'Vform'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [12], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [12], 'corr_type': 'Vt'}, {'idx_src': [23], 'idx_tgt': [20], 'corr_type': 'Mec'}, {'idx_src': [27], 'idx_tgt': [24], 'corr_type': 'Mec'}]"
